Los Angeles Deaths - 2010,,,
Prescription Opioid-Related Overdose : Age-Adjusted Rate per 100k Residents,,,
Zip Code,Rates,95% LCL,95% UCL
90723,0,0,18.04
90731,1.85,0.05,11.89
90732,10.01,1.11,41.14
90744,4.89,0.59,22.53
90745,0,0,8.23
90746,3.34,0.08,25.89
90747,0,0,0
90755,8.49,0.22,85.67
90802,0,0,18.31
90803,7.62,1.49,37.41
90804,4.57,0.54,32.01
90805,1.25,0.03,11.24
90806,2.51,0.06,20.94
90807,0,0,16.35
90808,0,0,13.63
90810,0,0,13.37
90813,2.02,0.05,20.1
90814,0,0,0
90815,3.25,0.38,17.3
90822,0,0,0
90840,0,0,0
91001,0,0,13.76
91006,0,0,17.6
91007,0,0,0
91008,0,0,0
91010,4.55,0.12,25.38
91011,0,0,57.35
91016,4.84,0.57,19.86
91020,0,0,67.29
91024,0,0,0
91030,0,0,22.64
91040,0,0,27.99
91042,3.59,0.09,24.57
91101,0,0,48.28
91103,7.53,0.88,29.66
91104,2.82,0.07,17.54
91105,0,0,0
91106,0,0,29
91107,0,0,16.03
91108,0,0,74.24
91123,0,0,0
91201,0,0,25.63
91202,0,0,0
91203,0,0,45.5
91204,0,0,33.87
91205,0,0,15.74
91206,0,0,0
91207,0,0,0
91208,6.72,0.17,42.38
91214,0,0,21.91
91301,5.9,0.15,34.85
91302,0,0,29.02
91303,3.53,0.09,39.11
91304,3.58,0.43,15.32
91306,1.83,0.05,14.45
91307,0,0,24.63
91311,1.72,0.04,17.11
91316,0,0,24.2
91321,0,0,13.57
91324,4.27,0.11,24.88
91325,0,0,16.93
91326,0,0,16.13
91330,0,0,0
91331,2.92,0.58,11.11
91335,0,0,7.32
91340,0,0,0
91342,1.06,0.03,8.61
91343,0,0,9.65
91344,4.52,0.53,17.52
91345,0,0,24.34
91350,4.64,0.56,25.6
91351,2.96,0.07,27.67
91352,3.54,0.43,17.94
91354,0,0,0
91355,3.11,0.08,20.64
91356,0,0,16.79
91361,15.91,1.93,60.3
91362,1.78,0.05,18.04
91364,0,0,0
91367,5.85,1.17,21.88
91371,0,0,0
91381,0,0,0
91384,0,0,44.07
91387,2.38,0.06,33.47
91390,0,0,0
91401,2.59,0.07,18.43
91402,0,0,10.52
91403,10.81,2.13,48.04
91405,1.89,0.05,15.46
91406,1.9,0.05,16.29
91411,3.91,0.1,35.15
91423,0,0,23.21
91436,0,0,0
91501,0,0,27.22
91502,0,0,54.83
91504,0,0,0
91505,0,0,0
91506,0,0,28.09
91521,0,0,0
91522,0,0,0
91523,0,0,0
91601,0,0,21.24
91602,0,0,0
91604,0,0,28.26
91605,0,0,11.88
91606,3.9,0.47,17.05
91607,0,0,21.4
91608,0,0,0
91702,1.07,0.03,13.59
91706,1.37,0.03,10.56
91709,0,0,11.63
91710,3.46,0.71,14.04
91711,2.69,0.07,22.65
91722,2.49,0.06,19.32
91723,5.11,0.13,37.51
91724,0,0,0
91731,0,0,15.28
91732,4.96,1.02,17.1
91733,0,0,14.63
91740,4.18,0.11,26.17
91741,0,0,0
91744,1.2,0.03,9.63
91745,0,0,9.71
91746,3.59,0.09,24.28
91748,0,0,11.44
91750,5.78,0.7,25.95
91754,7.8,0.94,29.94
91755,4.46,0.11,28.29
91765,0,0,12.61
91766,1.36,0.03,14.5
91767,0,0,12.87
91768,2.98,0.08,25.37
91770,0,0,0
91773,0,0,17.58
91775,0,0,19.94
91776,0,0,0
91780,0,0,15.41
91786,3.79,0.45,15.8
91789,0,0,0
91790,0,0,10.4
91791,2.97,0.08,19.45
91792,0,0,21.59
91801,0,0,0
91803,0,0,17.31
93063,14.36,6.12,29.89
93243,0,0,0
93510,0,0,102.16
93532,0,0,0
93534,6.05,0.7,23.54
93535,2.93,0.35,15.72
93536,3.72,0.77,13.93
93543,0,0,52.49
93544,0,0,0
93550,4.72,0.97,18.51
93551,3.55,0.41,17.07
93552,0,0,29.34
93553,0,0,0
93560,0,0,54.48
93563,0,0,0
93591,0,0,0
California,4.02,3.82,4.22
Los Angeles,1.69,1.44,1.96
Source: CDPH Vital Statistics Multiple Cause of Death and California Comprehensive Death Files,,,
Prepared by: California Department of Public Health - Safe and Active Communities Branch.,,,
